nb_links,length_url,length_hostname,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_www,nb_com,nb_dslash,ratio_digits_url,is_phish
2,96,54,8,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0.083333334,1
25,725,525,50,25,0,0,0,0,0,0,0,75,0,25,0,0,0,25,25,0,0,0
28,1932,1008,84,112,0,0,0,0,0,0,0,84,0,28,0,0,0,28,28,0,0,0
13,663,104,13,13,0,0,0,0,0,0,0,65,0,13,0,0,0,0,0,0,1.019607849,0
4,84,52,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,1.904761904,1
12,684,288,24,12,0,0,0,0,0,0,12,60,0,12,0,0,0,0,12,0,0.421052628,0
26,1430,364,78,0,0,0,0,0,0,0,0,156,0,26,0,0,0,26,0,0,0,0
1,50,25,2,1,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0.06,1
1,52,29,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1
23,2507,529,46,184,0,23,0,0,23,0,0,92,0,23,0,0,0,23,23,0,0,0
4,228,152,16,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0.07017544,1
28,1064,420,56,28,0,0,0,0,0,0,0,112,0,28,0,0,0,28,28,0,0,0
2,38,20,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,1
24,2688,240,24,312,0,0,0,0,0,0,0,120,0,24,0,0,0,0,24,0,0,0
3,264,84,9,12,0,0,0,0,0,0,0,21,0,3,0,0,0,3,3,0,0,1
1,54,26,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0.074074074,1
3,228,150,12,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,6,0,0.276315789,1
4,136,92,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.235294116,1
22,638,352,66,0,0,0,0,0,0,0,0,88,0,22,0,0,0,22,0,0,0,0
4,424,84,20,0,0,4,0,0,4,0,0,32,0,4,0,0,0,4,8,0,0.264150944,1
1,46,17,1,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
30,2580,600,60,0,0,0,0,0,0,0,0,120,0,30,0,0,0,30,0,0,2.44186047,0
4,452,60,8,0,0,4,0,0,4,0,0,28,0,4,0,0,0,0,4,0,0.3539823,1
20,1380,300,40,80,0,0,0,0,0,0,0,100,0,20,0,0,0,20,0,0,0,0
15,615,270,45,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,0,0,0,0
19,779,627,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,0,19,0,0,0
17,714,289,51,17,0,0,0,0,0,0,0,51,0,17,0,0,0,17,17,0,0,0
2,84,50,4,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0.38095238,1
1,65,18,3,1,0,0,0,0,0,0,4,4,0,1,0,0,0,0,1,0,0.123076923,1
4,512,200,16,4,0,4,8,0,12,0,0,20,0,4,0,0,0,0,8,0,0.46875,1
6,306,114,12,6,0,0,0,0,0,0,0,24,0,6,0,0,0,6,6,0,0,0
3,141,36,9,0,0,3,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0.702127659,1
3,78,45,3,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,1
26,910,416,52,26,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
2,68,52,4,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
30,720,450,60,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,0,0,1.25000001,0
6,126,78,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
30,660,420,60,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,30,0,0,0
4,128,100,8,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,0,0,1
1,32,9,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
14,546,224,28,0,0,0,0,0,0,0,0,42,0,14,0,0,0,14,14,0,0,0
3,123,96,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0.512195121,1
30,1320,480,60,0,0,0,0,0,0,0,0,120,0,30,0,0,0,0,0,0,0,0
3,183,87,15,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0.049180329,1
2,196,52,4,4,0,0,0,0,0,0,0,18,0,2,0,0,0,2,0,0,0.591836734,1
23,920,322,46,23,0,0,0,0,0,0,0,92,0,23,0,0,0,23,23,0,0,0
6,180,138,12,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,6,0,0,0
3,135,108,6,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
3,141,117,12,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0.382978722,1
3,150,42,12,3,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0.66,1
8,200,128,24,0,0,0,0,0,0,0,0,24,0,8,0,0,0,8,0,0,0,0
19,931,342,38,19,0,0,0,0,0,0,0,76,0,19,0,0,0,19,19,0,0,0
12,396,300,36,0,0,0,0,0,0,0,0,36,0,12,0,0,0,12,0,0,0,0
21,546,357,42,0,0,0,0,0,0,0,0,63,0,21,0,0,0,21,0,0,0,0
28,896,672,56,0,0,0,0,0,0,0,0,84,0,28,0,0,0,28,28,0,0,0
5,210,95,10,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0,0
3,78,51,6,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,1
8,240,176,16,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,8,0,0,0
19,855,304,38,0,0,0,0,0,0,0,0,76,0,19,0,0,0,0,0,0,0,0
10,450,190,20,0,0,0,0,0,0,0,0,40,0,10,0,0,0,10,0,0,0,0
3,195,42,6,3,0,0,0,0,0,0,0,24,0,3,0,0,0,0,3,0,0,1
15,1035,210,45,0,0,0,0,0,0,0,0,75,0,15,0,0,0,0,0,0,3.69565218,0
25,725,500,50,0,0,0,0,0,0,0,0,75,0,25,0,0,0,25,25,0,0,0
3,147,78,3,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0.061224489,1
27,1728,378,54,0,0,0,0,0,0,0,0,108,0,27,0,0,0,27,27,0,0,0
1,51,43,3,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0.196078431,1
2,60,30,4,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,2,0,0,1
22,2332,418,44,220,0,0,0,0,0,0,0,132,0,22,0,0,0,22,22,0,1.245283028,0
3,321,54,9,0,0,0,0,0,0,0,0,39,0,3,0,0,0,3,0,0,0,1
18,936,270,54,0,0,0,0,0,0,0,0,90,0,18,0,0,0,18,0,0,0,0
5,195,105,10,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0,0
3,63,18,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0.285714285,1
4,368,144,8,4,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,0.347826088,1
11,374,176,22,0,0,0,0,0,0,0,0,33,0,11,0,0,0,11,11,0,0,0
22,946,440,44,44,0,0,0,0,0,0,0,66,0,22,0,0,0,22,22,0,1.023255816,0
3,204,105,15,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,6,0,0.088235295,1
13,442,338,39,0,0,0,0,0,0,0,0,39,0,13,0,0,0,13,0,0,0,0
6,108,66,6,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0
11,308,220,22,0,0,0,0,0,0,0,0,22,0,11,0,0,0,11,0,0,0,0
17,850,272,51,0,0,0,0,0,0,0,0,68,0,17,0,0,0,17,17,0,0.68,0
1,70,45,5,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0.242857143,1
1,129,15,2,2,0,1,2,0,3,0,0,8,0,1,0,0,0,0,1,0,0.217054264,1
30,750,480,60,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,0,0,0,0
1,51,25,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,1
9,351,117,18,0,0,0,0,0,0,0,0,36,0,9,0,0,0,0,0,0,0,0
3,114,93,6,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1
22,594,418,44,0,0,0,0,0,0,0,0,66,0,22,0,0,0,22,22,0,0,0
1,165,21,4,6,1,0,2,0,1,0,0,3,0,1,0,2,0,1,0,0,0.327272727,1
3,183,51,3,3,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,1
29,1218,319,58,0,0,0,0,0,0,0,0,145,0,29,0,0,0,29,29,0,0,0
27,972,675,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,27,0,0,0
19,627,323,38,0,0,0,0,0,0,0,0,76,0,19,0,0,0,19,19,0,0,0
4,264,48,16,8,0,0,0,0,0,0,0,24,0,4,0,0,0,0,4,0,0,1
1,55,16,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0.163636364,1
3,78,45,3,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,1
1,81,27,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0.222222222,1
3,231,42,15,3,0,0,0,0,0,0,0,24,0,3,0,0,0,3,3,0,0.467532468,1
3,135,30,6,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0.133333332,1
2,154,54,6,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0.25974026,1
2,94,44,4,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0.085106382,1
1,35,26,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1
5,210,90,10,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0,0
3,210,54,3,18,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,1
7,497,133,21,28,0,0,0,0,0,0,0,35,0,7,0,0,0,7,7,0,0,0
1,34,20,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
3,111,87,9,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,1
2,68,36,4,0,0,0,0,0,0,0,0,10,0,2,0,0,0,2,0,0,0.05882353,1
19,532,361,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
4,224,44,8,4,0,0,0,0,0,0,0,28,0,4,0,0,0,0,4,0,0,1
5,410,75,15,0,0,0,0,0,0,0,0,30,0,5,0,0,0,5,5,0,0,0
6,216,162,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
28,784,532,56,0,0,0,0,0,0,0,0,84,0,28,0,0,0,28,28,0,0,0
26,624,416,78,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
2,138,122,14,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0.115942028,1
6,162,108,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,0,0,0,0
2,104,18,4,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0.115384616,1
4,88,32,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1
17,731,255,34,0,0,17,0,0,17,0,0,51,0,17,0,0,0,17,17,0,0,0
24,2832,288,72,120,0,24,0,0,24,0,0,168,0,24,0,0,0,24,0,0,0.406779672,0
5,390,105,10,20,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0,0
4,280,64,8,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,4,0,0.571428572,1
18,522,378,54,0,0,0,0,0,0,0,0,54,0,18,0,0,0,18,0,0,0,0
7,329,126,21,0,0,0,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,0
19,513,342,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
14,1302,294,28,70,0,0,0,0,0,0,0,84,0,14,0,0,0,0,14,0,1.20430107,0
4,148,112,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0.432432432,1
3,90,33,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
26,1170,364,78,0,0,0,0,0,0,0,0,130,0,26,0,0,0,0,0,0,4.622222228,0
4,284,88,12,0,0,0,0,0,0,0,0,28,0,4,0,0,0,4,4,0,0,1
29,2639,464,58,203,0,0,0,0,0,0,0,174,0,29,0,0,0,29,29,0,1.912087914,0
29,957,638,29,0,0,0,0,0,0,0,0,116,0,29,0,0,0,0,0,0,0,0
4,264,52,12,4,0,0,0,0,0,0,0,28,0,4,0,0,0,4,0,0,0.606060608,1
2,94,76,4,4,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,1
4,152,72,8,12,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.210526316,1
2,100,38,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,2,0,0,1
15,465,345,30,15,0,0,0,0,0,0,0,45,0,15,0,0,0,15,15,0,0,0
9,477,252,27,9,0,0,0,0,0,0,0,27,0,9,0,0,0,9,9,0,0,0
3,87,66,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0.206896551,1
27,1998,405,54,162,0,0,0,0,0,0,0,108,0,27,0,0,0,27,27,0,0,0
3,234,36,6,3,0,0,0,0,0,0,0,21,0,3,0,0,0,0,3,0,0.26923077,1
1,29,10,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
4,364,88,8,4,0,0,0,0,0,0,0,28,0,4,0,0,0,0,4,0,0.571428572,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,252,100,8,2,0,2,4,0,6,0,0,8,0,2,0,0,0,0,4,0,0.34920635,1
16,368,240,48,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,0,0,0,0
15,1530,285,45,135,0,0,0,0,0,0,0,90,0,15,0,0,0,15,0,0,0.73529412,0
2,106,30,4,0,0,2,0,0,2,0,0,6,0,2,0,0,0,0,0,0,0.075471698,1
3,189,54,6,0,3,0,0,0,0,0,0,24,0,3,0,0,0,0,3,0,0.047619048,1
3,567,153,18,3,0,3,3,0,9,0,0,24,0,3,0,3,0,0,9,0,0.587301588,1
26,2236,364,26,312,0,0,0,0,0,0,0,104,0,26,0,0,0,0,26,0,2.116279074,0
1,64,26,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,1
1,51,16,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1
4,440,92,12,0,0,0,0,0,0,0,0,32,0,4,0,0,0,4,4,0,0.61818182,1
2,140,32,4,2,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0.257142858,1
4,504,200,16,4,0,4,8,0,12,0,0,20,0,4,0,0,0,0,8,0,0.444444444,1
4,200,92,16,0,0,0,0,0,0,0,0,16,0,4,0,0,0,4,0,0,0,1
3,87,60,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0.206896551,1
4,96,48,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1
13,325,208,26,0,0,0,0,0,0,0,0,39,0,13,0,0,0,13,13,0,0,0
15,630,255,45,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,15,0,0,0
26,806,598,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
1,76,50,4,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0.171052632,1
9,486,126,9,9,0,0,0,0,0,0,0,63,0,9,0,0,0,0,9,0,0.833333337,0
1,61,12,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0.393442623,1
6,258,60,6,6,0,0,0,0,0,0,0,24,0,6,0,0,0,0,6,0,0,0
1,31,12,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1
3,390,93,6,6,0,3,0,0,3,0,0,21,0,9,0,0,0,0,3,0,0.230769231,1
5,270,90,10,15,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0.37037037,0
4,1336,152,12,36,0,4,16,0,20,0,12,36,0,12,0,0,0,0,4,0,1.005988024,1
13,520,182,39,13,0,0,0,0,0,0,0,39,0,13,0,0,0,0,13,0,0,0
11,275,176,11,0,0,0,0,0,0,0,0,33,0,11,0,0,0,0,0,0,0,0
2,92,34,6,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,2,0,0.04347826,1
1,32,11,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1
4,308,92,4,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,1.142857144,1
2,100,34,2,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1
26,2756,520,52,312,0,0,0,0,0,0,0,104,0,26,0,0,0,26,26,0,1.716981136,0
4,168,52,12,28,0,0,0,0,24,0,0,16,0,4,0,0,0,0,0,0,0,1
1,385,35,4,2,1,1,1,0,2,0,0,3,0,1,0,0,0,0,1,0,0.155844156,1
25,2625,550,100,50,0,0,0,0,0,0,0,225,0,25,0,0,0,0,25,0,4.285714275,0
3,162,63,6,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0.222222222,1
10,240,170,20,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,10,0,0,0
24,480,288,48,0,0,0,0,0,0,0,0,72,0,24,0,0,0,24,0,0,0,0
14,336,238,28,0,0,0,0,0,0,0,0,28,0,14,0,0,0,14,14,0,0,0
29,2320,580,116,87,0,0,0,0,0,0,0,145,0,29,0,0,0,29,29,0,0,0
11,462,374,22,11,0,0,0,0,0,0,0,33,0,11,0,0,0,0,11,0,0,0
11,814,286,22,22,0,0,0,0,0,0,0,55,0,11,0,0,0,11,11,0,0,0
27,621,378,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,0,0,0,0
17,748,272,51,17,0,0,0,0,0,0,0,68,0,17,0,0,0,17,0,0,0.772727265,0
24,840,456,48,24,0,0,0,0,0,0,0,96,0,24,0,0,0,24,24,0,0,0
1,38,16,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0.052631579,1
4,216,104,16,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,4,0,0.296296296,1
5,195,85,15,0,0,0,0,0,0,0,0,15,0,5,0,0,0,5,5,0,0,0
4,136,104,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0.352941176,1
3,153,129,9,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,6,0,0.588235293,1
3,153,132,15,3,0,0,0,0,0,0,0,6,0,3,0,0,0,3,3,0,0,1
3,285,168,21,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0.031578948,1
2,154,46,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,2,0,0.597402598,1
3,441,69,21,15,3,0,0,0,0,0,0,21,0,3,0,0,0,0,9,0,0.040816326,1
29,580,319,58,0,0,0,0,0,0,0,0,87,0,29,0,0,0,29,29,0,0,0
21,1197,336,63,42,0,0,0,0,0,0,0,105,0,21,0,0,0,21,21,0,1.842105258,0
1,40,32,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
9,279,162,18,0,0,0,0,0,0,0,0,36,0,9,0,0,0,9,9,0,0,0
3,237,39,21,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
9,351,135,18,0,0,0,0,0,0,0,0,54,0,9,0,0,0,9,0,0,0.923076927,0
19,1121,589,38,0,0,0,0,0,0,0,0,76,0,19,0,0,0,0,19,0,0,0
3,150,126,12,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0.12,1
13,416,299,26,0,0,0,0,0,0,0,0,39,0,13,0,0,0,13,0,0,0,0
1,64,36,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
1,66,19,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0.060606061,1
15,285,165,30,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,0,0,0,0
3,93,72,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,1
13,793,325,52,0,0,0,0,0,0,0,0,52,0,13,0,0,0,13,13,0,1.704918033,0
1,48,23,2,1,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,1
5,305,80,10,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0,0
1,77,23,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0.25974026,1
2,114,22,6,0,0,0,0,0,0,0,0,16,0,2,0,0,0,2,0,0,0,1
20,420,120,20,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,20,0,0.95238096,0
2,60,36,2,2,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
10,510,220,20,10,0,0,0,0,0,0,0,40,0,10,0,0,0,10,10,0,0,0
2,100,42,6,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0.04,1
1,21,9,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
2,324,46,2,24,0,0,2,0,2,0,0,20,0,2,0,2,0,0,2,0,0.456790124,1
7,462,105,21,7,0,0,0,0,0,0,0,42,0,7,0,0,0,0,7,0,0.954545452,0
2,214,28,12,0,0,4,2,0,2,0,0,24,0,6,0,2,0,2,2,0,0.018691588,1
27,1512,567,81,54,0,0,0,0,0,0,0,81,0,27,0,0,0,27,27,0,0,0
3,117,96,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,1
1,83,16,2,0,0,1,0,0,1,0,0,6,0,1,0,0,0,0,1,0,0.072289157,1
24,888,384,48,0,0,0,0,0,0,0,0,120,0,24,0,0,0,24,0,0,3.891891888,0
30,600,330,60,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,0,0,0,0
1,75,15,3,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0.066666667,1
1,118,42,4,0,0,1,2,0,3,0,0,4,0,1,0,0,0,0,2,0,0.169491525,1
25,550,350,50,0,0,0,0,0,0,0,0,75,0,25,0,0,0,25,25,0,0,0
3,66,42,9,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,1.5,1
4,164,136,8,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,0,0,1
2,310,30,6,0,0,2,0,0,0,0,0,18,0,2,0,0,0,2,2,0,0.348387096,1
18,378,216,36,0,0,0,0,0,0,0,0,54,0,18,0,0,0,18,0,0,0,0
4,616,152,20,8,0,4,0,0,4,0,8,12,0,4,0,0,0,0,4,0,0.623376624,1
27,729,513,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,27,0,0,0
25,550,375,25,0,0,0,0,0,0,0,0,50,0,25,0,0,0,0,0,0,0,0
27,675,459,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,0,0,0,0
24,504,288,48,0,0,0,0,0,0,0,0,72,0,24,0,0,0,24,0,0,0,0
2,74,58,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0.054054054,1
19,1311,285,38,76,0,0,0,0,0,0,0,133,0,19,0,0,0,19,19,0,1.376811592,0
8,424,240,24,8,0,0,0,0,0,0,0,24,0,8,0,0,0,8,8,0,0,0
16,512,368,48,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,16,0,0,0
21,651,462,42,21,0,0,0,0,0,0,0,63,0,21,0,0,0,21,21,0,0,0
21,630,336,42,0,0,0,0,0,0,0,0,63,0,21,0,0,0,21,21,0,0,0
20,1240,320,40,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0
2,100,26,6,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0.04,1
2,630,18,6,2,0,2,12,0,14,0,0,10,0,2,0,12,0,0,2,0,0.723809524,1
1,64,22,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,1
2,84,24,6,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
12,588,288,24,12,0,0,0,0,0,0,12,60,0,12,0,0,0,0,12,0,0.489795924,0
16,752,240,32,0,0,0,0,0,0,0,0,64,0,16,0,0,0,16,16,0,0,0
2,146,38,2,2,0,0,0,0,0,0,0,16,0,2,0,0,0,0,2,0,0,1
1,202,18,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0.118811881,1
1,93,22,1,2,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0.215053763,1
3,63,18,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0.428571429,1
1,103,15,1,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0.194174757,1
4,68,24,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.470588236,1
2,70,40,4,4,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
2,72,40,4,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
1,29,22,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0.068965517,1
1,46,38,2,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0.02173913,1
3,228,150,12,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,6,0,0.355263159,1
2,138,30,4,4,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0,1
30,810,540,60,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,30,0,0,0
2,106,40,6,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,2,0,0,1
4,228,192,16,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,4,0,0.210526316,1
9,234,153,18,0,0,0,0,0,0,0,0,27,0,9,0,0,0,9,9,0,0,0
27,2133,378,27,270,0,0,0,0,0,0,0,108,0,27,0,0,0,0,27,0,2.392405065,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70,54,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0.228571428,1
17,459,255,34,0,0,0,0,0,0,0,0,68,0,17,0,0,0,17,17,0,0,0
24,1128,480,48,48,0,0,0,0,0,0,0,72,0,24,0,0,0,24,24,0,0,0
1,53,17,2,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0.188679245,1
20,580,420,40,0,0,0,0,0,0,0,0,60,0,20,0,0,0,20,20,0,0,0
16,480,352,48,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,0,0,0,0
15,495,195,15,0,0,0,0,0,0,0,0,60,0,15,0,0,0,0,0,0,0,0
15,360,225,30,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,15,0,0,0
5,170,105,10,0,0,0,0,0,5,0,0,15,0,5,0,0,0,0,5,0,1.32352941,0
21,693,504,42,0,0,0,0,0,0,0,0,63,0,21,0,0,0,21,21,0,0,0
4,248,164,8,8,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,0,1
4,192,52,4,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,4,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,170,125,10,10,0,0,0,0,0,0,0,15,0,5,0,0,0,5,0,0,0,0
16,960,208,32,16,0,0,0,0,0,0,0,96,0,16,0,0,0,16,16,0,1.333333328,0
28,1596,532,84,84,0,0,0,0,0,0,0,84,0,28,0,0,0,28,28,0,0,0
2,272,26,2,4,0,2,2,0,4,0,0,24,0,2,0,2,0,0,0,0,0.073529412,1
12,684,192,36,0,0,0,0,0,0,0,0,60,0,12,0,0,0,12,12,0,0,0
